"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"AT2G45080",44.1386098210627,3.17911709663459,0.73717452151864,4.31257050241691,1.61367401299797e-05,0.0092521104041787,"cycp3;1"
