"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"AT1G53035",81.2307749621963,2.55917924371877,0.545707871568032,4.68965059339394,2.73671960484034e-06,0.00250970219761978,NA
"AT5G51720",73.2101961957473,-2.31995809601616,0.53540748890954,-4.33306994032003,1.47044370136523e-05,0.00726097558997219,"At-NEET"
