"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G72450",9807.08857619169,-3.45876390401288,0.189055154168195,-18.2949992515716,9.07023671720291e-75,9.62125359777299e-72
"AT1G15250",109.641702324112,2.06702019731804,0.414550612749834,4.98617088901859,6.15876755707133e-07,3.79681046273057e-06
"AT1G75310",2454.88635079937,-2.50374357959574,0.333429900444904,-7.50905535542834,5.95555405067068e-14,9.95642861977766e-13
"AT1G24575",323.054846070036,2.11884043058216,0.391083218345858,5.41787612248894,6.03111781778897e-08,4.40599740028902e-07
"AT1G69430",117.270620585685,-4.00607393127444,0.375545748873549,-10.6673393142931,1.44710875307834e-26,7.71367140617009e-25
"AT1G53340",84.2165805778155,-2.73565570704965,0.43759141169204,-6.25162111036791,4.06213912717656e-10,4.09398012271025e-09
"AT1G59970",497.199282054421,-2.46633466487358,0.265199002871136,-9.29993943481004,1.4052570887047e-20,4.52390426963128e-19
"AT1G14880",11336.7750942806,2.94499576017429,0.815829719116164,3.6098167193085,0.000306413434368827,0.00108686858554333
"AT1G01830",482.993533184511,2.12973346927223,0.226783435308803,9.39104510156241,5.94078216968197e-21,1.98166185109753e-19
"AT1G68500",106.137936776626,-2.2522883877876,0.480567510527694,-4.68672629432322,2.77609834401909e-06,1.51869330501199e-05
"AT1G75230",921.127144719225,-2.15612974243079,0.191273302724467,-11.2725075152633,1.79387148905664e-29,1.23561635195898e-27
"AT1G08380",34580.7066821571,-2.43472516035483,0.245926125744375,-9.90022980675742,4.15319594191412e-23,1.65620398322759e-21
"AT1G60270",36.342474103408,-5.2471931154728,0.725372843849634,-7.23378764446897,4.6970604567909e-13,6.92481845662397e-12
"AT1G42470",2132.44300171153,-2.15108233177071,0.235967512978515,-9.11601052457831,7.79406877954633e-20,2.37232667371701e-18
"AT1G70700",10685.7815194162,-2.84980152759308,0.258597004544082,-11.0202418338813,3.05237912546507e-28,1.89345681715618e-26
"AT1G02380",279.068127255543,-3.75691910297505,0.339617135806859,-11.0622189132165,1.91305383214461e-28,1.22245292316108e-26
"AT1G01300",2596.84188955923,-2.66775626564415,0.17508593426754,-15.236839422907,2.01378818553576e-52,7.12041939269019e-50
"AT1G66500",727.133585683411,-2.35761375820035,0.330585583195361,-7.13162907895809,9.91878736812495e-13,1.40942447431193e-11
"AT1G02580",62.0035724951039,3.1246701898159,1.01550411932311,3.0769645640617,0.00209120159281535,0.0060873822436303
"AT1G66960",289.906563441108,3.64827448110071,0.698003859108411,5.22672537335367,1.72538476704551e-07,1.17058003942662e-06
"AT1G52830",79.2588470195189,-4.40450641165651,0.771790848898996,-5.70686529639447,1.15075780559159e-08,9.44788190620182e-08
"AT1G12450",481.900926412258,-2.74846342473101,0.28009970019379,-9.8124468638469,9.95254453967891e-23,3.81124968247812e-21
"AT1G64820",10.7867584107482,-2.68150363644517,0.889583288999256,-3.01433679072563,0.00257541736369631,0.0073467096101677
"AT1G75280",492.453999010356,-2.7173073708704,0.287966767326796,-9.43618389057614,3.86603393425982e-21,1.31649935658623e-19
"AT1G66180",2715.19719565007,-2.00016514933159,0.253818892460188,-7.88028475715345,3.26635832683245e-15,6.36909852056529e-14
"AT1G52827",87.9538040831136,-4.533227616728,0.508425762812351,-8.91620360001529,4.82545979531996e-19,1.36861135772344e-17
"AT1G01260",1515.57125767816,-2.14189458696523,0.131025307081682,-16.3471823472237,4.55563815240128e-60,2.54336482639982e-57
"AT1G16370",418.840203516843,-3.92077326919327,0.346622628490071,-11.3113598101562,1.15288770423497e-29,8.09884524680291e-28
"AT1G51920",24.0392804323997,3.2073640314501,0.934213038112744,3.43322550703154,0.000596445796425354,0.00198021871223222
"AT1G79110",662.249846141897,2.56710909335053,0.353599968619579,7.2599245508202,3.87306298668775e-13,5.7782722406878e-12
"AT1G06040",2995.20166672482,-2.30773979428508,0.216411350566042,-10.6636726227575,1.50533086497005e-26,7.98389857508488e-25
"AT1G72430",3806.54225750972,-2.77334918138239,0.351627251411137,-7.88718499562389,3.09079066053005e-15,6.04342155420691e-14
"AT1G14080",19.3302035807199,5.4553079387409,1.41099207405997,3.86629240449512,0.000110502440542782,0.000435502373419118
"AT1G68710",483.653866274243,3.55550901757054,0.312431964057325,11.3801064762957,5.25355514601059e-30,3.79095824566717e-28
"AT1G15820",24936.3086373885,-3.02596412667926,0.29302287232395,-10.3267164869435,5.33558185103242e-25,2.50430019844365e-23
"AT1G13950",153.484096084128,2.26116464786128,0.428251414978767,5.27999340754867,1.2918853463514e-07,8.98601561404753e-07
"AT1G17460",103.085339499108,2.76368546647381,0.350333264854604,7.88873265466468,3.05270692006632e-15,5.97791487878288e-14
"AT1G65310",55.0742799298849,-5.94116048285231,1.5084152454905,-3.93867703247747,8.19321296381885e-05,0.000331336281028244
"AT1G20010",5175.78083315467,-2.19516784499307,0.384228539061674,-5.71318270723433,1.10882517310932e-08,9.12125864579847e-08
"AT1G52570",37.9459314537996,3.0163301347033,0.587303657448161,5.13589536937209,2.80803863227276e-07,1.83356539192572e-06
"AT1G10210",284.578651942773,2.15557111018374,0.236751132176864,9.10479747388678,8.64275359602705e-20,2.61937167913877e-18
"AT1G14520",889.236847883613,-2.10814461632682,0.442143746903564,-4.76800730778316,1.86057036633394e-06,1.05062550763307e-05
"AT1G29160",107.044695431771,2.39106451707923,0.292948502099732,8.16206432168481,3.29346726075763e-16,7.11516374103596e-15
"AT1G76210",58.7995772620031,-8.12615994324642,1.0850235245724,-7.4893859526676,6.91965816125849e-14,1.14509007715366e-12
"AT1G16510",325.807871085527,2.04578609230876,0.328644704788958,6.2249172510553,4.81810238101134e-10,4.79212573901339e-09
"AT1G33440",22.9564508468138,-2.35606688675596,0.637204981814635,-3.69750230145148,0.000217731246103861,0.000798887648926566
"AT1G41830",795.459053230465,-3.23304812993532,0.310543467905379,-10.4109358723347,2.21037875479307e-25,1.0657542109758e-23
"AT1G12600",13.4927088322682,-2.34590715599269,0.613544493836768,-3.82353224510693,0.000131553378274743,0.000508917746188672
"AT1G22530",9146.47695660384,-2.08681340264188,0.33460766876587,-6.23659765581182,4.47190191716048e-10,4.4771778750618e-09
"AT1G49320",14.0020808428034,-3.12293567468511,0.875948847186128,-3.56520324756079,0.000363574327565021,0.00126945841989663
"AT1G01060",1920.27526653525,-6.65866646319945,0.397162930142569,-16.7655789547358,4.35748999584827e-63,2.80133788672488e-60
"AT1G05310",26.9193161295977,-2.06608828355606,0.664513501596504,-3.1091742734982,0.00187611021700978,0.005528010868592
"AT1G09900",175.222442785999,2.13779057856389,0.25383391753536,8.42200522026805,3.70094570535893e-17,8.75312855509361e-16
"AT1G20440",48328.42051292,-3.99389105808716,0.278472849955206,-14.3421200979902,1.19352842853957e-46,2.61038202180071e-44
"AT1G58270",308.268027745657,-2.15946949493974,0.593803300985389,-3.63667479004613,0.000276180258168162,0.000990727794561644
"AT1G23100",20.0321420708712,2.91617743926539,0.900504569887925,3.23838161046571,0.00120209900457184,0.0037137804546369
"AT1G32220",947.848398303475,-2.60501319856624,0.215816064008276,-12.0705250118284,1.51166786657783e-33,1.38232904264865e-31
"AT1G16090",257.590777962965,2.49219878779773,0.489679851568934,5.08944523613281,3.59112547344946e-07,2.30935819700607e-06
"AT1G09575",281.615169947339,-2.86926475045398,0.284915912194894,-10.0705668853317,7.45471594842476e-24,3.19498583526932e-22
"AT1G76680",12049.3993518738,-2.79126802529629,0.416080218663268,-6.70848528743745,1.96654993254926e-11,2.36509959291567e-10
"AT1G24020",22.4388401366655,-3.41156316237331,0.740997154068821,-4.60401655207499,4.14419504321685e-06,2.18922056379097e-05
"AT1G72210",295.77150397005,-4.59009520447531,0.486224567093449,-9.44027824820525,3.71790781014128e-21,1.268093475758e-19
"AT1G02340",523.528706953363,-3.67682037224397,0.514139343085828,-7.15140831311597,8.58920823402619e-13,1.22872591156349e-11
"AT1G66160",3407.35445242754,-3.38872328276394,0.410899791834264,-8.24707958024661,1.62312332624887e-16,3.61328031126649e-15
"AT1G06180",43.2650921421743,5.6820332197027,1.05227889719192,5.39974072925494,6.67372763404396e-08,4.84707743088814e-07
"AT1G09680",70.8899217606738,2.40368917783696,0.400963593546564,5.99478161240546,2.03759079631203e-09,1.86129352386983e-08
"AT1G73750",975.560348738391,-2.3600203657823,0.261710853512271,-9.01766332618545,1.92143790955479e-19,5.7011615735951e-18
"AT1G78040",17500.3448079449,-2.4598533255448,0.224487095716618,-10.9576602507701,6.1057540427028e-28,3.65914045242768e-26
"AT1G69490",1819.51667195026,3.28558014757083,0.375319937511615,8.75407837205331,2.05778071601117e-18,5.48439923243428e-17
"AT1G78990",10.1020833318483,5.68530578547134,1.36758460150964,4.15718762787728,3.22189370580026e-05,0.000143056665903207
"AT1G11170",73.5453745050181,2.12600724551678,0.500094246965169,4.25121316315573,2.12615685625499e-05,9.75063071886072e-05
"AT1G30690",2302.30937246016,-2.16691767359993,0.337233441354225,-6.42557174904798,1.31374780426547e-10,1.41982474108466e-09
"AT1G10740",1173.97616526587,-2.32843791346421,0.224912918973559,-10.3526196898362,4.07188895592007e-25,1.93255311409048e-23
"AT1G69730",760.505182214839,2.60009458477318,0.296678517549924,8.76401367461885,1.88418963133759e-18,5.0471064430337e-17
"AT1G63090",2155.04674391298,-2.0759151070145,0.266699938752525,-7.78371047524224,7.04278301774543e-15,1.32106668188744e-13
"AT1G72180",5654.81178463026,-2.58935354929581,0.24965060963155,-10.3719095784198,3.32806710873164e-25,1.58662794857846e-23
"AT1G25450",255.075018462424,-2.11861172288662,0.304600571484937,-6.95537671698489,3.51621155957572e-12,4.66227676477494e-11
"AT1G77490",2551.47692965683,-2.01044516291181,0.26877553494707,-7.48001548320879,7.43138553820907e-14,1.22309421406598e-12
"AT1G07900",31.9542721471642,3.12009382274427,0.686272742696619,4.54643413416694,5.45624342080957e-06,2.82086769558488e-05
"AT1G62910",13.3948678982394,2.92784750587147,0.791633858840301,3.69848696234469,0.000216888488311298,0.000796346361980648
"AT1G31820",414.252072402782,2.84495844241928,0.5215711761218,5.45459291591472,4.90851637976781e-08,3.65511319749996e-07
"AT1G29460",117.629376960534,-4.33718226342044,0.563876033628411,-7.69173010512911,1.45158578236884e-14,2.61420987885866e-13
"AT1G62981",6.0428019994398,-3.18529048839529,1.05473500876058,-3.01999124134348,0.00252781995470957,0.00722453190612469
"AT1G19150",503.682253980865,-2.12919161799346,0.323498834433735,-6.58175978198031,4.64912309432403e-11,5.32853303328387e-10
"AT1G28610",61.6278733362819,2.24168385384457,0.503728386493473,4.45018369810219,8.57968703101077e-06,4.2567366782716e-05
"AT1G07050",302.28368546017,5.68519941796585,0.676325427992942,8.4060116367903,4.24189074763644e-17,9.9328600674511e-16
"AT1G05950",39.1489636530206,3.99100017046282,0.72197189018643,5.52791628692393,3.24056604637076e-08,2.48189923009948e-07
"AT1G21980",1852.30120290823,-2.11280673219179,0.233417283555644,-9.05162933955625,1.40850703041959e-19,4.2189197998241e-18
"AT1G66100",3729.13770066859,-4.89165456697947,0.383297458662518,-12.7620323496233,2.67139103822215e-37,3.13113595999353e-35
"AT1G27360",91.8432178322298,2.11052469119134,0.340354970236007,6.20095158219042,5.61227793083987e-10,5.54820486033401e-09
"AT1G77400",82.1991548975027,2.83267974456803,0.433195794239159,6.53902873074562,6.19196306415433e-11,6.96883270058536e-10
"AT1G27910",2102.44676010192,-3.36604479007819,0.159414356005716,-21.1150668886903,5.78281537831587e-99,1.22682428250971e-95
"AT1G79460",183.668621198315,-2.51338158561667,0.366266763902819,-6.86216122597339,6.78264489018684e-12,8.65787071873127e-11
"AT1G20480",26.003931179784,-2.57406123657219,0.671359898372043,-3.83410037271207,0.000126024676817586,0.000489583138378517
"AT1G68780",62.7223821583876,-2.21743133074559,0.557571455993985,-3.97694556797669,6.98061357962144e-05,0.000287281701438737
"AT1G77765",11.9089985300694,2.65066380743583,0.692345731494819,3.8285262504802,0.000128912883103802,0.00049979656707733
"AT1G10360",563.88804124282,-2.19841257656249,0.268387916779967,-8.1911756793612,2.58686669516345e-16,5.663976186181e-15
"AT1G69570",100.37550365688,-4.05640099136732,0.41529486155175,-9.76752030162512,1.55204185356352e-22,5.81741482744702e-21
"AT1G76310",9.80971886903287,-3.34721920171655,1.10279901987741,-3.03520327945942,0.00240373615102425,0.00691086359181182
"AT1G72080",3.46307501932621,5.20572616244682,1.62504883153129,3.20342752872321,0.00135802214531232,0.00413408520774871
"AT1G04680",1414.30117493851,-2.45121070757893,0.404220366575083,-6.06404553127242,1.32739550635253e-09,1.25103046056282e-08
"AT1G32780",5.46094625299619,-6.55053805758415,1.46718553388783,-4.46469645882219,8.01823458873923e-06,4.00439846516249e-05
"AT1G18370",13.2451534669725,-3.41178517194656,0.799264543272274,-4.26865572940137,1.96654510998305e-05,9.06764931716809e-05
"AT1G75240",105.279233018926,-4.48633115005458,0.537970992932775,-8.3393551120612,7.4696777705014e-17,1.71503478248038e-15
"AT1G48600",2492.04772423201,-2.00875262540857,0.246789905760396,-8.13952507181894,3.96831422727935e-16,8.47812551175544e-15
"AT1G18060",767.336581018394,-2.66921531058149,0.297229776123114,-8.98030925904239,2.70006750831234e-19,7.87922038361022e-18
"AT1G10550",715.411785616035,-3.22498943222476,0.729804442024009,-4.41897753222865,9.91689552711459e-06,4.86331342135312e-05
"AT1G19960",393.388574815124,3.81724507420659,0.529272788617409,7.21224509610285,5.50367939895925e-13,8.03582645897595e-12
"AT1G52880",920.094537719261,-2.26542586592491,0.186532940185995,-12.1449105110659,6.10493514272921e-34,5.68053504618422e-32
"AT1G05420",89.6979828544687,-4.55622925099494,0.613593059233686,-7.42549020467277,1.1236298402283e-13,1.81138351523127e-12
"AT1G02520",64.0259838827481,3.4913723066884,0.780877450285643,4.47108865214543,7.78224280329998e-06,3.89479313687212e-05
"AT1G33790",237.109271307231,-2.61736512257015,0.407979779375247,-6.41542854544948,1.40427269191456e-10,1.5130342894346e-09
"AT1G74210",569.441758744432,2.27599153916151,0.278370390475926,8.17612654589548,2.93114151863626e-16,6.34532319570085e-15
"AT1G09540",4.58906691138929,5.2686234450497,1.56874142962067,3.35850341271582,0.000783657535882986,0.00253550322155827
"AT1G75680",1705.18652160657,-2.52123944706306,0.257733919240272,-9.7823346437868,1.34081401494846e-22,5.06145361692732e-21
"AT1G74370",306.061659272179,-2.20838206133437,0.232951250805941,-9.48001804538087,2.5423910240194e-21,8.79620819678578e-20
