"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G72330",779.815071687971,1.17864309180309,0.319391542337229,3.69027646498736,0.000224010461579641,0.0176500183086407
"AT1G08630",199.535190897289,2.35642349597407,0.576846192438794,4.08501178799771,4.40745789694177e-05,0.0058167425594889
"AT1G01060",1920.27526653525,-1.33210864436001,0.375499419390157,-3.54756512413114,0.000388809615533193,0.0246225367202632
"AT1G52690",49.2512156793174,-23.8166231627567,6.46299345019031,-3.68507617194869,0.000228634251904615,0.017827642916412
"AT1G72940",598.278210672522,-1.321897515907,0.383385505709175,-3.44795902876348,0.00056483971162028,0.0311685244352975
"AT1G16800",143.99352813848,-1.02380270133615,0.298436204848432,-3.43055797086053,0.000602341252703899,0.0323131233218535
"AT1G36060",143.176806036791,1.22829284574269,0.358932397880508,3.42207293907083,0.000621456398411688,0.0325993349415616
"AT1G53035",81.2307749621963,1.8335048807336,0.56175744813452,3.26387284551775,0.00109900476144418,0.0462233152806409
"AT1G70790",209.980115538143,-1.2318293347423,0.34957475959807,-3.5237936976875,0.000425415336443483,0.0261135762916877
"AT1G24330",271.23843898702,-1.0486422602213,0.306920465271257,-3.41665799083978,0.000633948670470342,0.0330258062310487
"AT1G74450",1803.29903295065,-1.27240730719621,0.294542096327198,-4.31995060489665,1.56064129398115e-05,0.00294236621104517
"AT1G56300",834.287233130199,1.28067654205147,0.261809094201113,4.89164269086732,9.9997857978659e-07,0.000428017858596763
"AT1G80120",887.64967204518,1.17819993858061,0.260023088569237,4.53113585052617,5.86673949701365e-06,0.0014985734421646
"AT1G32900",255.713349781404,-1.34571911453807,0.258527567569947,-5.20532153374309,1.93660988625485e-07,0.000117961887571608
"AT1G49660",402.389526769168,1.35839475610384,0.339324549430077,4.00323159165871,6.24830823192802e-05,0.00767088817589489
"AT1G30250",846.482145459776,-1.47350880928987,0.367293582577349,-4.01180112908606,6.02572518868781e-05,0.00745542264166007
"AT1G68050",275.112307176701,2.16900813369864,0.359535777888885,6.0328019270699,1.61140883837252e-09,2.83554241925617e-06
"AT1G73600",664.244310849655,-1.81419241845716,0.533555604924366,-3.40019372247871,0.000673381271445897,0.0342406081763637
"AT1G17665",270.659045747206,1.72039856601637,0.471739843741933,3.64692232135795,0.000265400112807965,0.0191051890297261
"AT1G67120",875.685705545776,-1.25453047657297,0.264601433325239,-4.74120816658974,2.12447508811229e-06,0.000659711999420282
"AT1G23870",1946.77004085696,-1.10290697633101,0.230379513658382,-4.78734831416673,1.68999380077468e-06,0.000594765151619301
"AT1G06160",272.735450347699,2.23324927511028,0.436351210367923,5.11800866377165,3.08778422298553e-07,0.00017002290200424
"AT5G26220",90.1835032584187,1.94308668364427,0.545540896720782,3.56176172185085,0.000368374639410103,0.0242072579433104
"AT5G46870",79.4212864566478,1.10768392604592,0.327280071917554,3.38451381887058,0.000713044296048156,0.0354591384610289
"AT5G58140",3608.24734447842,-1.03299175230037,0.277314740778701,-3.72497960043424,0.000195331017135487,0.0164149572481608
"AT5G59680",275.027483469011,-1.63846719662583,0.462639347786775,-3.54156472955469,0.00039776125095191,0.024937655087623
"AT5G02020",191.759533926412,-1.4283304192022,0.393373159774206,-3.63098087328087,0.000282346110798533,0.0199077391172219
"AT5G40820",56.6378820215116,-1.13207357371491,0.330154461290388,-3.42892102469331,0.000605985832328754,0.0323131233218535
"AT5G18540",123.513161935917,1.29006337713079,0.272798427411754,4.72899858467147,2.25629956462674e-06,0.00067420785292441
"AT5G48250",670.066139518067,1.35425225100706,0.211191755630116,6.41242953337117,1.43218631033525e-10,5.67038364919484e-07
"AT5G37260",1090.48416367014,-1.1772737975752,0.28806436775252,-4.08684283571863,4.37283124634393e-05,0.0058167425594889
"AT5G20935",103.801239964681,-1.33994408970342,0.344067149060694,-3.89442611234894,9.84314886070134e-05,0.0103235727488031
"AT5G24655",78.8947025101525,2.19794000766988,0.624354555725908,3.52033950503401,0.000430994739430566,0.0261622132163806
"AT5G16560",420.934013838544,1.1617761919632,0.276442171931505,4.2026011583032,2.63865267944695e-05,0.00405712062955353
"AT5G56550",1373.97454096411,-1.18396652894346,0.314533602128166,-3.76419727791444,0.000167084941395308,0.0151207098107285
"AT5G22390",302.606407376604,-1.16528321504023,0.311673709183734,-3.73879214288583,0.000184906529087047,0.0160899159403932
"AT5G49730",4372.03400589764,-1.28268403605712,0.296182068034055,-4.33072820569824,1.48617032939039e-05,0.00283572042247658
"AT5G10470",1476.09066500952,-1.02102490025222,0.175180747809585,-5.82840816139246,5.59585780380745e-09,6.11529947359969e-06
"AT5G63160",1865.18314979053,-1.21799866316789,0.289258567564956,-4.21076088919777,2.5451201763532e-05,0.00395167335616721
"AT5G39410",848.644440796294,1.0121206104235,0.171849467305417,5.88957665271505,3.87186187539446e-09,5.57442513823837e-06
"AT5G39210",225.69499233931,-1.48188586633678,0.39066174313164,-3.79327101358228,0.000148675735058933,0.0137938117250553
"AT5G38430",5746.16787840444,-1.1820592900389,0.281626148834945,-4.1972639789627,2.70158968856781e-05,0.00407476913312841
"AT5G39350",87.6271428840788,-1.29271909895553,0.347387340182815,-3.72126139736475,0.000198230112416498,0.016436493666702
"AT3G54830",308.202311027454,-1.74574307388689,0.484389862744128,-3.6040041465712,0.000313352052805705,0.0216705522283142
"AT3G06740",87.6728737393173,1.01012941448588,0.309571862858504,3.26298845495393,0.0011024401084347,0.0462233152806409
"AT3G54020",1976.55717272572,-1.10603637413508,0.199946675143204,-5.53165674469416,3.17220212764054e-08,2.64411395239175e-05
"AT3G48360",4743.00586214455,-2.20315164520831,0.284127460938768,-7.75409612970535,8.89749114821827e-15,1.40909567314333e-10
"AT3G46640",2126.9817533019,1.18973963179604,0.207629132598322,5.7301189717808,1.00360219957499e-08,9.3494400203936e-06
"AT3G48200",1028.81125543119,-1.18434517511604,0.270914675909635,-4.37165380996592,1.23308935860734e-05,0.00256953107529795
"AT3G62930",101.393302805515,-1.14081572101694,0.289890118321526,-3.93533842278689,8.30795430441352e-05,0.00920091414818161
"AT3G15354",544.795318063348,-1.34982319224331,0.301354938308593,-4.47918059620799,7.49301194984142e-06,0.00176968219656114
"AT3G21110",116.330665821116,-1.070921660555,0.317596926021468,-3.3719522224929,0.000746373948544104,0.0359280371522583
