"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"AT3G46090",2230.30849261274,4.55550061423807,0.666972322717836,6.83011942036054,8.48439746761114e-12,7.21423325848935e-10,"ZAT7"
"AT3G04640",1960.65899846726,3.57865591807585,0.445411681526471,8.03449048711842,9.39685695985261e-16,1.5213135543723e-13,NA
"AT3G16860",1077.07280325109,2.30843885188266,0.395908746914175,5.83073465760805,5.51838756250844e-09,2.92344526446291e-07,"COBL8"
"AT3G44720",2901.84089514446,2.13873492695536,0.457599756865992,4.6738113271806,2.95660962924393e-06,9.36352254569786e-05,"ADT4"
"AT3G52400",15119.9747615696,3.40597411409803,0.439818769064326,7.74403994023248,9.63067349772497e-15,1.28221012877276e-12,"ATSYP122"
"AT3G57530",5122.33237281941,2.49006722267705,0.26152877727047,9.52119781488465,1.71194271632958e-21,6.92891695007234e-19,"ATCPK32"
"AT3G22740",146.928099116982,-2.96751040187382,0.626884316135355,-4.73374484812135,2.20414781214362e-06,7.15976553360359e-05,"HMT3"
"AT3G45730",781.164864125077,2.11085225043519,0.296086043252486,7.12918524374745,1.00964777715012e-12,9.87512134994007e-11,NA
"AT3G29000",389.669463779137,5.56681946122167,0.633871722345396,8.7822492548237,1.60237501618501e-18,4.21133288344624e-16,NA
"AT3G52870",1754.91876181362,2.01372028777168,0.356005348167159,5.6564326860229,1.54551552855824e-08,7.6470899147758e-07,NA
"AT3G08170",2.86994606927047,6.25611604504853,1.64327202068133,3.80710921035132,0.000140600666341359,0.00278681261973563,NA
"AT3G19002",6.86105501936234,6.40619186410453,1.50368574241425,4.2603262659251,2.0412870293318e-05,0.000519616674372172,NA
"AT3G03265",77.660723153112,-2.62851173719566,0.694063323082045,-3.78713533734003,0.000152394104072784,0.00299940140525595,NA
"AT3G09005",6.83767910584806,-3.02156002180932,0.856377098681134,-3.52830549352929,0.000418229183201348,0.00698325410927861,NA
"AT2G41835",634.97049836958,2.24817761628195,0.42582544999208,5.27957550757889,1.2948351226983e-07,5.31512746004979e-06,NA
"AT2G31865",2325.80452471505,2.12324734746182,0.466332860784493,4.55307254970187,5.28680306988715e-06,0.000155960690561671,"atPARG2"
"AT2G33580",1253.08673345313,2.90605056373377,0.32537356731769,8.9314279204996,4.20545015802091e-19,1.23341586736042e-16,"AtLYK5"
"AT2G26695",22.0117214490077,-2.32201155589603,0.600654760637422,-3.86580063634539,0.000110725360681032,0.00227718406920939,NA
"AT2G46940",144.241185727711,2.47218710994416,0.499215024261899,4.95214885329091,7.33984235954786e-07,2.66672154093663e-05,NA
"AT2G25735",2541.15484934418,3.12992943196604,0.448089277768226,6.98505763752062,2.84739059922514e-12,2.61921107075087e-10,NA
"AT2G36440",4.06893200834168,7.335025790563,2.02862554551254,3.61576132509451,0.000299466200119507,0.00530209754314826,NA
"AT2G24850",3144.87535985814,3.03960034353428,0.852809479470964,3.56421969584564,0.00036494020277167,0.00626403298005961,"TAT"
"AT2G32200",199.263044073337,3.60652459419291,0.578173119155672,6.23779362046381,4.43785599647113e-10,2.83308806941913e-08,"AthCYSTM5"
"AT2G25460",794.645179681472,3.39352235264317,0.564636913800851,6.01009652344494,1.85412902054624e-09,1.07512919738665e-07,NA
"AT2G35658",90.4203705807739,2.74144987689098,0.575292308738333,4.7653164056777,1.88557521175854e-06,6.28302739454202e-05,NA
"AT2G14290",22.9693870738468,3.08812799054902,0.76009204833944,4.06283422816434,4.84804595904317e-05,0.00112303373306274,"AtFDB13"
"AT2G04515",103.978600587215,3.73186284723705,0.749351408468218,4.9801238845544,6.35435835051994e-07,2.33381397349314e-05,NA
"AT2G30020",1098.01590955378,3.74160674497963,0.481022677260702,7.77844147865772,7.34234525036344e-15,1.01079619613337e-12,"AP2C1"
"AT2G04495",785.0057725996,3.90680266605804,0.592841318752825,6.58996352392724,4.39934646860979e-11,3.16831225926179e-09,NA
"AT2G18690",12027.3811111814,2.94615582879063,0.555928205887459,5.29952572578597,1.16103877012286e-07,4.85453338656535e-06,NA
"AT2G46140",68.5305413781359,2.0772875852648,0.546803007034048,3.79896883986129,0.000145299356963968,0.00286870545061447,"LEA27"
"AT2G41640",1646.59651935153,2.87057917837994,0.453577144554713,6.3287562277814,2.47145193526738e-10,1.6452227899344e-08,"GT61"
"AT2G01180",3162.67988117332,3.20682574048972,0.328685270451735,9.75652403310423,1.72982656446592e-22,8.53817077685288e-20,"ATLPP1"
"AT2G36770",143.305660756639,2.12124846197904,0.544315970702743,3.89709024932777,9.73553466460815e-05,0.00202919375449072,NA
"AT2G25297",295.94578569606,3.43379885732806,0.605464432613559,5.67134694024167,1.41679148336816e-08,7.06197272140925e-07,NA
"AT2G26560",10844.2114154011,2.79491227527174,0.453619860833074,6.16135340754012,7.21258210974669e-10,4.43650529346334e-08,"PLA"
"AT2G31880",9797.12797890503,2.14134640684415,0.324658247786175,6.59569384559259,4.2327158657995e-11,3.05919539200659e-09,"EVR"
"AT2G24600",7726.41205838608,4.16095870983162,0.411129424358845,10.1208000773008,4.46748622844059e-24,3.47725072326739e-21,NA
"AT2G46400",1731.29218385427,4.02716263194282,0.516307560423075,7.79992961684092,6.19417128593591e-15,8.70496141065868e-13,"ATWRKY46"
"AT2G32100",229.600691784235,-3.45782754661051,0.524876775275672,-6.5878844511541,4.46137625309777e-11,3.20159117850849e-09,"ATOFP16"
"AT2G18680",174.843805189311,3.39979055316643,0.495506910299432,6.86123741667287,6.82665956076093e-12,5.90389356970593e-10,NA
"AT2G29100",128.842964950817,3.05598234318686,0.630568681023511,4.8463909406768,1.25727650403041e-06,4.35676448836702e-05,"ATGLR2.9"
"AT2G47190",234.29367115037,2.24719913297706,0.559601657056838,4.01571207775894,5.92665756560431e-05,0.00133264187950149,"ATMYB2"
"AT2G15390",4877.8053206542,2.3180990175328,0.470350806838928,4.92844698856154,8.28858166987383e-07,2.99528620095065e-05,"atfut4"
