"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","normalized_counts.A10_S1","normalized_counts.A18_S16","normalized_counts.A20_S2","normalized_counts.A28_S17","normalized_counts.A30_S3","normalized_counts.A38_S18","normalized_counts.B10_S4","normalized_counts.B18_S19","normalized_counts.B20_S5","normalized_counts.B28_S20","normalized_counts.B30_S6","normalized_counts.B38_S21","normalized_counts.D10_S7","normalized_counts.D18_S22","normalized_counts.D20_S8","normalized_counts.D28_S23","normalized_counts.D30_S9","normalized_counts.D38_S24","normalized_counts.M10_S10","normalized_counts.M18_S25","normalized_counts.M20_S11","normalized_counts.M28_S26","normalized_counts.M30_S12","normalized_counts.M38_S27","normalized_counts.N10_S13","normalized_counts.N18_S28","normalized_counts.N20_S14","normalized_counts.N28_S29","normalized_counts.N30_S15"
"AT1G68470",49.4774684081564,1.91045970795966,0.524753554372695,3.64067988113674,0.000271919052864929,0.0346515021309953,111.970816719423,27.2723973718559,65.8144034170389,11.3220597209981,68.565600467135,22.152579669358,66.691815313143,18.6456296010903,77.1199382859703,16.4614857290921,76.6831816360587,30.3848626304213,63.8804875420454,15.2359946583322,65.4848356299094,16.756275964148,72.5501549117267,7.69882829106406,70.6292567359246,25.4865867132587,104.768158146424,37.6386220795766,80.6231774379559,24.1931089224187,64.8854255369494,46.6677076736984,36.3999792448337,39.6324698998132,69.23074388687
"AT1G08630",199.535190897289,3.29748213704776,0.872960136109946,3.77735706436938,0.000158501415524363,0.028127109889682,331.960538979938,520.44824984625,201.392074456139,887.972969546851,509.012423806867,406.130627271563,105.167862609187,147.389262561,78.7964586834914,389.588495588514,78.0285006121299,340.310461460719,38.3282925252273,33.6461548704835,109.687099680098,56.3010872395372,56.4278982646763,203.056596176815,99.1526104177404,100.481600490204,34.9227193821415,107.897383294786,82.1161992423625,47.5221782404653,46.5216258566807,414.654058346631,22.3096646984464,326.571551974461,10.7258898979658
"AT1G25400",3210.99551893237,2.10828055868999,0.490758109236952,4.29596682970357,1.73933591341535e-05,0.00995356249249708,5875.17461845445,3948.81586946664,3861.98919251184,4631.53114443972,3941.94096244953,1796.57421118493,3305.09246273018,1640.81540489595,6365.74794938759,1807.62790910888,4685.74599365601,1120.1886023082,4380.92383563348,749.103070701332,7126.38723742489,586.46965874518,5718.02702415386,709.254556314277,5873.09434857958,360.913503801549,7760.06909305241,588.41712517738,5330.08784173153,820.837624153491,2701.92705962353,1504.07726699166,2863.8564315532,1074.03993428494,1990.14011652256
"AT1G71170",797.041648631956,1.18862821427488,0.288776584424081,4.1160823916711,3.85366595475892e-05,0.0133861596547647,1456.93792107862,707.94598177776,993.797491597287,789.309306263868,1173.75010969163,770.909772493657,991.399485328068,941.160351293132,1614.48914281281,881.86530691565,1018.4064648859,871.707947908309,795.950874773886,503.422656835725,792.366511121903,475.207986343237,862.540730617195,529.294445010654,767.414039534566,403.684097596213,914.011862449841,560.815468985691,733.073705963636,511.511445788281,467.664765190843,897.397067233577,533.083567004983,577.841411139276,577.247892690522
"AT1G62422",761.19553361458,1.40860381114094,0.302926611521994,4.64998371738848,3.31961235695548e-06,0.0038711422385468,773.257287227077,1362.4835187023,622.604256325188,1646.55097085372,765.842893353254,1024.18760004665,606.639012367628,1302.53041070474,801.376750015083,1063.72553020848,570.415245854191,1056.7180003691,709.073411716704,425.338184211773,785.818027558912,453.759953109128,886.72411558777,473.47793990044,851.625845642784,430.928379944869,820.081789628909,593.435608121324,736.059749572449,716.288832024467,377.070020101517,762.749254929136,489.638430486956,538.208941239463,428.060515018816
"AT1G63740",485.735804913665,1.21104912208287,0.309773882346545,3.90946167865781,9.25020276063931e-05,0.0212949936972421,461.056304138802,479.539653788467,402.784148912278,490.892160760418,330.04458529943,711.836226708702,460.43003264266,666.803230019945,445.954425740611,651.40450670836,495.077383194203,727.211045621416,534.0408758515,272.343404517688,613.9203340304,234.587863498072,615.332795362422,278.120172014689,520.21164095883,310.233279647598,652.693582935196,472.364707098686,500.162304476208,481.270059635257,454.197978758646,578.373557398622,503.728745033343,348.765735118356,392.957602625474
"AT1G69490",1819.51667195026,2.19113624733269,0.562253028217194,3.89706437736832,9.73657436519688e-05,0.0212949936972421,931.33373436038,2639.74079561755,1255.7388171971,3137.01926126797,1967.48409476033,2630.98804539741,321.916262376902,2733.80445436939,655.519475430748,5065.4343229235,328.257830161374,4914.92033526304,594.088534141022,1870.21834431027,703.961983021526,1953.78177741966,648.920830043777,1924.70707276602,301.532596064909,2125.05402319516,912.807630747009,2516.14188601969,1028.69202323614,2707.90012010215,277.905501828066,5638.37714024847,376.915914115858,2366.85110241684,235.969577755247
"AT1G52155",60.4444782728328,-2.00877044934875,0.506331842157712,-3.96730026061259,7.26913885314778e-05,0.0188374541137287,28.980681974439,79.5444923345798,31.5909136401787,92.1939148709846,41.8366375731671,72.3650935865693,34.6284425664396,56.8247759271325,20.1182447702531,92.4978721920415,32.2876554257089,95.2059029086534,37.0506827743863,110.460961272908,32.7424178149547,94.5053964377947,10.7481710980336,94.3106465655347,48.8971777402555,99.3098033999392,44.5565730048012,77.1591752631319,59.7208721762636,95.0443564809305,42.8488659206269,41.3123969570445,83.3676943994577,61.8266530437086,40.953397792233
"AT1G67980",265.56466801629,3.60728120292092,0.967273049500291,3.72933082833694,0.000191988951124149,0.0308040158278105,410.998762546589,167.043433902617,147.424263654167,384.950030513935,234.750021938327,405.392207949251,53.8664662144616,528.29283869756,350.392763081909,1100.56790303073,160.092958152473,962.187316630008,40.8835120269091,97.7642990576314,237.382529158421,60.9928445094987,119.573403465624,100.084767783833,105.943885103887,75.2879630495114,201.106694373022,236.496008733339,83.6092210467691,237.610891202326,51.4186391047523,875.210779978868,65.7548012164737,133.165098863372,73.1310674861303
"AT1G03850",756.921248307836,3.46886534422469,0.934945605235331,3.71023225821952,0.00020706918866605,0.0321963007063041,630.988484807104,520.44824984625,355.39777845201,653.44458961189,334.693100585337,383.978047602205,537.382127234748,1804.18663568646,1929.67497754678,3078.29783134023,651.134384418463,2128.29082246862,242.745852659773,411.371855774969,672.856686097319,322.390749550207,409.77402311253,125.105959729791,335.488969495642,112.199571392852,685.207838911673,504.357535866326,429.990279669098,1011.79037671972,226.486862723314,2616.45180727948,280.632098048879,427.238025519986,128.710678775589
