"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","normalized_counts.A10_S1","normalized_counts.A18_S16","normalized_counts.A20_S2","normalized_counts.A28_S17","normalized_counts.A30_S3","normalized_counts.A38_S18","normalized_counts.B10_S4","normalized_counts.B18_S19","normalized_counts.B20_S5","normalized_counts.B28_S20","normalized_counts.B30_S6","normalized_counts.B38_S21","normalized_counts.D10_S7","normalized_counts.D18_S22","normalized_counts.D20_S8","normalized_counts.D28_S23","normalized_counts.D30_S9","normalized_counts.D38_S24","normalized_counts.M10_S10","normalized_counts.M18_S25","normalized_counts.M20_S11","normalized_counts.M28_S26","normalized_counts.M30_S12","normalized_counts.M38_S27","normalized_counts.N10_S13","normalized_counts.N18_S28","normalized_counts.N20_S14","normalized_counts.N28_S29","normalized_counts.N30_S15"
"AT5G56310",24.3412471958945,2.67239359270675,0.683953645372361,3.90727297206207,9.33436784502891e-05,0.0221927476493292,10.5384298088869,29.5450971528439,18.4280329567709,60.6538913624898,9.29703057181492,29.5367728924773,23.0856283776264,46.1701304407951,31.8538875529008,39.1940136406956,5.38127590428482,31.0600817999862,2.55521950168182,36.1854873135389,3.27424178149547,16.0860249255821,5.37408554901679,28.8706060914902,16.2990592467518,32.5173692548473,7.22539021699479,26.3470354557036,14.9302180440659,43.2019802186048,17.1395463682508,31.36681991183,25.8322433350432,35.6692229098319,28.2773460946371
"AT5G25110",32.3698745893536,2.70960301663736,0.691289792922647,3.91963405850628,8.86835211571116e-05,0.0213483406305457,23.7114670699955,9.09079912395197,25.0094732984748,15.3656524784974,4.64851528590746,8.12261254543125,17.9554887381539,42.6185819453494,6.70608159008438,21.9486476387895,25.5610605453529,28.3592051217265,10.2208780067273,52.6911481933988,19.6454506889728,28.1505436197686,13.435213872542,44.2682626736183,16.2990592467518,36.9116083433402,14.4507804339896,34.5020702396118,88.0882864599888,10.3684752524651,127.322344449863,45.1376188975115,56.3612581855489,14.2676891639327,97.5080899815071
"AT5G48470",204.153215538153,1.42929931477381,0.272052573673943,5.25376141630197,1.490239026584e-07,0.000252957988577965,97.4804757322039,289.769222075969,68.4469795537204,325.913576254445,47.6472816805515,321.950824528002,61.5616756736705,342.724429810518,73.7668974909281,303.361665578984,86.1004144685571,365.968789904185,66.4357070437272,361.220040024625,45.8393849409366,367.96782017269,59.1149410391847,257.910747750646,48.8971777402555,367.651337070571,60.2115851416233,291.699321116718,98.539439090835,439.796158625397,116.304064641702,295.307133804058,173.780546072109,311.511213412532,173.564400167083
"AT5G11300",27.0161032167759,1.88474596618275,0.50982257329718,3.69686644903445,0.000218277096247138,0.037048997194287,36.8845043311042,20.4542980288919,15.7954568200893,12.9394968239978,20.9183187865836,18.4604830577983,10.2602792789451,26.6366137158433,3.35304079504219,33.7068517309982,29.5970174735665,41.8635885130249,25.5521950168182,15.2359946583322,9.8227253444864,13.4050207713184,10.7481710980336,29.8329596278732,35.3146283679623,26.9513330760897,32.5142559764766,30.1108976636612,32.846479696945,22.4650297136745,69.782438785021,39.0172637927642,50.4902937912209,15.8529879599253,52.6543685900138
"AT5G10410",159.784960390507,1.71374725282779,0.431496238712589,3.97163891379662,7.13798576427934e-05,0.0183284439797989,140.951498693862,77.2717925535918,136.893959107441,97.0462261799837,90.6460480751955,134.392316660772,115.428141888132,191.783618754072,167.652039752109,203.808870931617,98.208285253198,335.583927273764,120.095316579045,79.35413884548,139.155275713557,55.6308362009713,72.5501549117267,62.5529798648955,209.171260333315,93.1578686760491,162.571279882383,164.355316414151,104.511526308461,171.943881270047,451.74947213461,235.633671532772,136.20637394841,87.191433779589,498.266339805501
"AT5G10020",234.154635060918,1.13295189201278,0.31352078025661,3.61364210399542,0.00030192575540848,0.0415320442689751,61.9132751272106,430.676608497225,119.782214219011,439.942892015926,118.53713979064,243.678376362938,119.275746617737,229.962765080114,80.4729790810125,250.841687300452,69.9565867557027,232.275394330332,103.486389818114,438.03484642705,93.3158907726208,488.613007114555,72.5501549117267,435.946151981502,116.809924601722,481.022705553688,116.810475174749,321.182908412387,98.539439090835,297.229623904001,284.026768388156,280.00624604219,139.728952585007,458.15135204184,167.713914768192
"AT5G50580",20.9006176113306,-4.71119549974244,1.28801033548331,-3.65773112990946,0.000254457767578783,0.0404198537903462,3.95191117833259,36.3631964958079,75.0284198954243,3.23487420599946,6.97277292886119,71.6266742642574,60.2791407638023,3.55154849544578,3.35304079504219,16.4614857290921,6.72659488035602,1.35043833912984,72.8237557979318,4.44383177534688,58.9363520669184,4.02150623139552,13.435213872542,1.92470707276601,52.9719425519435,27.5372316212221,4.81692681132986,31.3655183996471,32.846479696945,3.45615841748838,1.22425331201791,1.53008877618683,2.3483857577312,1.58529879599253,1.95016179963014
"AT5G39980",79.2369587374413,1.27108704905651,0.318148944094845,3.99525779559896,6.46238944588153e-05,0.0172708378247014,42.1537192355476,111.362289268412,51.3352346652903,118.88162707048,25.566834072491,124.792865470716,35.9109774763078,126.967858712187,62.0312547082805,125.420843650226,60.5393539232042,101.958094604303,30.6626340201818,116.809292380547,45.8393849409366,119.304684864734,21.4963421960672,85.6494647380877,23.0903339328984,97.8450570371082,46.9650364104661,118.561659550666,29.8604360881318,129.605940655814,69.782438785021,110.166391885452,59.8838368221457,103.044421739514,102.383494480582
"AT5G27120",629.402316167134,1.39753567856779,0.365203967900634,3.8267264361926,0.000129858694161684,0.0271828123061491,216.037811082182,738.627428821098,236.93185230134,1115.22288251831,149.914617970516,921.547314245291,315.503587827561,1488.09881959178,233.036335255432,922.627081101974,406.286330773504,1161.37697165166,167.366877360159,1101.43544717526,224.28556203244,1007.38731096458,296.918226583178,598.583899630231,161.632337530289,503.579799541285,211.944779698514,705.096853624068,283.674142837252,1635.62697107638,489.701324807165,1012.15372544759,582.399667917338,624.607725621056,741.061483859454
"AT5G55050",2510.0201920903,1.1693144473072,0.286371626829775,4.08320635759864,4.44185463700394e-05,0.0144985146778681,2625.38632613895,2446.56131423357,3069.58377537069,1914.23681140018,2047.67098344224,2638.37223862053,3597.51042218012,2607.72448278106,4243.27312612589,1500.34684216583,3009.47854947129,2006.75137194694,1858.92218747352,2312.69702251267,1920.34280484709,1506.05408365762,1958.85418261662,829.548748362152,2924.32287985473,1168.28169899397,2742.03558734952,1728.86737418855,4099.8378749005,2160.96305053461,3991.0657971784,1682.33260941742,4385.61040256302,1285.67732354994,4528.27569874119
